id,slug,title,status,visible,species,category,product_type,price,compare_at_price,cost,margin_pct,cj_product_id,supplier_name,supplier_status,variant_count,stock,us_stock,eu_stock,cn_stock,effective_stock,warehouse,us_available,shipping_days,weight,image_count,description_chars,quality_score,seo_tier,indexable,dedupe_key,duplicate_risk,views_90d,atc_90d,units_sold,revenue,s_margin,s_us_stock,s_shipping,s_problem,s_differentiation,s_spec,s_visual,s_ugc,s_bundle,s_return_risk,s_supplier,score_total,hard_gates,blocking_gates,role,evidence,inference
b9c0f448-162b-4464-bf36-7697e6fe4852,54-cat-tree-tower-multi-level-with-sisal-grab-post-indoor-apartment-with-ladder-plush-toys-rest-and-,Cat Tower – Multi-Level Fun With Sisal Scratching Post,active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Furniture & Scratchers > Cat Trees,158.99,196.99,90.87,42.8,1898265961711509505,CJ Dropshipping,available,2,6594,6594,0,0,6594,US,true,,14680,14,1295,76,C,true,54 cat tree tower  multilevel with sisal grab post indoor apartment with ladder plush toys rest and play,none-detected,7,0,0,0,8,15,10,6,10,9,8,7,5,3,3,84,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 42.8% (price 158.99, cost 90.87); stock us=6594 eu=0 cn=0 effective=6594; variant payload us=15397 total=15397; description 1295 chars, quality_score=76; 14 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch, hide; differentiators: multi-level, furniture, sisal"
41d9da7b-156b-4d22-a1ce-7b8c0c90d3ac,59in-large-tall-christmas-tree-cat-tower-with-2-cat-condos-scratching-post-soft-fleece-cat-tree-with,Christmas Tree Cat Tower for Festive Cat Play & Rest,active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Furniture > Cat Trees & Condos,145.99,176.99,83.19,43,1969288100129316866,CJ Dropshipping,unknown,1,207,207,0,0,207,US,true,,10000,15,1396,64,A,true,59in large tall christmas tree cat tower with 2 cat condos  scratching post soft fleece cat tree with teaser toy  sturdy base  builtin openings for indoor cats green,none-detected,24,0,0,0,8,15,10,6,10,8,8,7,5,3,3,83,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 43.0% (price 145.99, cost 83.19); stock us=207 eu=0 cn=0 effective=207; variant payload us=89 total=89; description 1396 chars, quality_score=64; 15 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch, hide; differentiators: multi-level, furniture, sisal"
787c32a8-1d6f-4479-bf3c-3d3f473681dd,cat-litter-box-easy-to-clean-open-with-scoop-green,Easy-Clean Cat Litter Box – Open Design with Scoop & Green Bin,inactive,false,cat,Cat Litter Boxes,Pet Supplies > Cat Supplies > Litter & Housebreaking > Litter Box,135.99,176.99,77.72,42.8,2008733215771058177,CJ Dropshipping,unknown,1,428,428,0,0,428,US,true,,3000,10,3382,83,C,false,cat litter box easy to clean open with scoop green,confirmed,0,0,0,0,8,15,8,10,6,9,8,7,5,3,3,82,UNUSABLE_SHIPPING_PROMISE|DUPLICATE,1,CORE_CANDIDATE,"margin 42.8% (price 135.99, cost 77.72); stock us=428 eu=0 cn=0 effective=428; variant payload us=161 total=161; description 3382 chars, quality_score=83; 10 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, smell, tracking, litter; differentiators: enclosed, space capsule"
6b8973ab-a651-4e1d-955f-a3984d1b0229,cat-tree-with-litter-box-enclosure-scratching-posts-bed-climbing-platforms-for-indoor-cats-white," Cat Tree with Litter Box Enclosure, Scratching Posts, Bed, Climbing Platforms for Indoor Cats, White",active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Cat Furniture > Cat Trees,185.99,239.99,123.68,33.5,2003462848308355073,CJ Dropshipping,available,1,74,74,0,0,74,US,true,,14500,9,1021,86,A,true,cat tree with litter box enclosure scratching posts bed climbing platforms for indoor cats white,none-detected,34,0,0,0,5,15,10,10,7,8,8,7,5,3,3,81,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 33.5% (price 185.99, cost 123.68); stock us=74 eu=0 cn=0 effective=74; variant payload us=109 total=109; description 1021 chars, quality_score=86; 9 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, litter, scratch, hide; differentiators: multi-level, furniture"
05fd6d82-3061-4b74-a00d-5fb74026e896,pawhut-pet-ramp-for-dogs-cats-with-non-slip-carpet-white,Non-Slip Pet Ramp – Carpeted White Ramp for Dogs & Cats,active,true,dog,Dog Houses,Pet Supplies > Dog Supplies > Dog Furniture > Pet Ramps,140.99,178.99,80.42,43,2008018002298974210,CJ Dropshipping,unknown,1,41,41,0,0,41,US,true,,6800,11,3594,87,C,true,pawhut  pet ramp for dogs  cats with nonslip carpet white,none-detected,21,0,0,0,8,15,10,9,4,9,8,7,5,3,3,81,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 43.0% (price 140.99, cost 80.42); stock us=41 eu=0 cn=0 effective=41; variant payload us=89 total=89; description 3594 chars, quality_score=87; 11 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: anti-slip, non-slip, joint; differentiators: furniture"
128e0207-8a94-4d71-b428-5b7f5002528f,automatic-cat-litter-box-self-cleaning-app-control,GetPawsy Automatic Cat Litter Box – Self-Cleaning with App Control,active,true,cat,Cat Litter Boxes,Pet Supplies > Cat Supplies > Litter & Housebreaking > Automatic Litter Boxes,268.99,345.99,179.37,33.3,1932363743014338561,CJ Dropshipping,available,1,254,254,0,0,254,US,true,,100,15,653,91,A,true,60l automatic cat litter box smart app control deodorizing infrared sensor suitable for multiple cats,none-detected,143,47,0,0,5,15,10,10,7,8,8,7,5,3,3,81,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 33.3% (price 268.99, cost 179.37); stock us=254 eu=0 cn=0 effective=254; variant payload us=256 total=256; description 653 chars, quality_score=91; 15 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, tracking, litter, self-clean; differentiators: automatic, sensor"
463c95f9-ffb2-42a0-971a-88362dc1aa6c,6-in-deep-cat-litter-box-odor-free-litter-box-with-filtering-foot-board,6 In Deep Cat Litter Box Odor-Free Litter Box With Filtering Foot Board,active,true,cat,Cat Litter Boxes,Pet Supplies > Cat Supplies > Litter Supplies > Cat Litter Boxes,114.99,146.99,65.82,42.8,1992900742307684354,CJ Dropshipping,unknown,1,48,48,0,0,48,US,true,,4200,7,1115,88,C,true,6 in deep cat litter box odorfree litter box with filtering foot board,none-detected,18,0,0,0,8,15,10,10,4,8,8,7,5,3,3,81,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 42.8% (price 114.99, cost 65.82); stock us=48 eu=0 cn=0 effective=48; variant payload us=204 total=204; description 1115 chars, quality_score=88; 7 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, smell, tracking, litter; differentiators: enclosed"
0e10cb66-4d35-4139-bee4-33af881b96cc,cat-litter-box-enclosure-wooden-litter-box-furniture-hidden-2-rooms-black,Cat Litter Box Enclosure Wooden Litter Box Furniture Hidden 2 Rooms Black,active,true,cat,Cat Litter Boxes,Pet Supplies > Cat Supplies > Litter & Waste > Litter Box Enclosures,284.99,345.99,189.82,33.4,1992920203261681665,CJ Dropshipping,unknown,1,44,44,0,0,44,US,true,,22040,7,1112,86,A,true,cat litter box enclosure wooden litter box furniture hidden 2 rooms black,none-detected,50,0,0,0,5,15,10,9,7,8,8,7,5,3,3,80,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 33.4% (price 284.99, cost 189.82); stock us=44 eu=0 cn=0 effective=44; variant payload us=70 total=70; description 1112 chars, quality_score=86; 7 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, tracking, litter; differentiators: hidden, furniture"
f33ae4a9-347b-4a90-872d-597036e6e973,hooded-cat-litter-box-w-litter-mat-litter-particle-catching-gray,Hooded Cat Litter Box – Enclosed Design with Litter Mat,active,true,cat,Cat Litter Boxes,Pet Supplies > Cat Supplies > Litter Supplies > Cat Litter Boxes,128.99,162.99,73.76,42.8,2003462218130956290,CJ Dropshipping,unknown,1,31,31,0,0,31,US,true,,4300,9,487,86,A,true,hooded cat litter box w litter mat litter particle catching gray,none-detected,47,0,0,0,8,15,10,10,4,7,8,7,5,3,3,80,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 42.8% (price 128.99, cost 73.76); stock us=31 eu=0 cn=0 effective=31; variant payload us=238 total=238; description 487 chars, quality_score=86; 9 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, smell, tracking, litter; differentiators: enclosed"
af8d1243-9e19-49f9-90f5-ac12b7f58fe8,dog-chew-toys-two-pack-dog-toothbrush-care-cleaning-stick-toothbrush-chew-stick-af8d,Durable Dog Toothbrush Chew Toy – Dental Care & Cleaning Stick for Dogs,active,true,dog,Dog Grooming,Pet Supplies > Dog Supplies > Grooming Supplies > Dental Chew Toy,39.95,51.99,15.91,60.2,1976156735535046658,CJ Dropshipping,unknown,2,380,380,0,0,380,US,true,,200,15,1091,89,B1,true,dog chew toys twopack dog toothbrush care cleaning stick toothbrush chew stick for dog dental care safe tooth protection and cleaning suitable for large medium and small dogs and puppies chew sticks,none-detected,22,0,0,0,13,15,10,6,4,8,8,4,5,3,4,80,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 60.2% (price 39.95, cost 15.91); stock us=380 eu=0 cn=0 effective=380; variant payload us=176 total=176; description 1091 chars, quality_score=89; 15 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: self-clean, dental; differentiators: rotat"
1b1305f3-8b7f-4ca8-a8d1-b534c9d4b3b6,gothic-cat-tree-cat-tower-with-coffin-bed-2-spacious-condos-sisal-scratching-1b13,Gothic Cat Tree Condo – Coffin Bed Tower with Sisal Scratching Posts,active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Furniture > Cat Trees & Condos,186.99,235.99,124.38,33.5,2013441243142877186,CJ Dropshipping,unknown,1,89,89,0,0,89,US,true,,17600,12,1019,82,A,true,gothic cat tree cat tower with coffin bed 2 spacious condos sisal scratching posts bat hanging balls halloween,none-detected,20,0,0,0,5,15,10,6,10,8,8,7,5,3,3,80,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 33.5% (price 186.99, cost 124.38); stock us=89 eu=0 cn=0 effective=89; variant payload us=143 total=143; description 1019 chars, quality_score=82; 12 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch, hide; differentiators: multi-level, furniture, sisal"
8e5e6734-4aa0-4107-a17a-577024ae37ef,26-compact-cat-tree-with-2-condos-sisal-scratching-posts-anti-tip-cat-tower-for-8e5e,Compact Cat Tree Condo – Sisal Scratching Post for Small Spaces,active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Furniture > Compact Cat Tree Condo,97.49,124.99,55.83,42.7,2013825996444774401,CJ Dropshipping,unknown,1,230,230,0,0,230,US,true,,1000,7,357,92,B1,true,26 compact cat tree with 2 condos  sisal scratching posts antitip cat tower for small spaces,none-detected,30,0,0,0,8,15,10,3,10,8,8,7,5,3,3,80,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 42.7% (price 97.49, cost 55.83); stock us=230 eu=0 cn=0 effective=230; variant payload us=230 total=230; description 357 chars, quality_score=92; 7 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch; differentiators: enclosed, furniture, sisal"
05556879-2201-4d30-8373-4eded8e7dcb8,covered-cat-litter-box-with-lid-scoop-deodorizing-bags-for-odor-control-privacy-0555,Covered Cat Litter Box – Privacy Hood with Scoop & Deodorizing Bags,inactive,false,cat,Cat Litter Boxes,Pet Supplies > Cat Supplies > Litter > Litter Boxes,98.99,120.99,49.5,50,2008729535508373505,CJ Dropshipping,unknown,1,98,98,0,0,98,US,true,,2200,10,2094,84,C,false,covered cat litter box with lid scoop deodorizing bags for odor control privacy easy to clean green,confirmed,0,0,0,0,8,15,10,9,3,9,8,7,5,3,3,80,UNUSABLE_SHIPPING_PROMISE|DUPLICATE,1,CORE_CANDIDATE,"margin 50.0% (price 98.99, cost 49.5); stock us=98 eu=0 cn=0 effective=98; variant payload us=49 total=49; description 2094 chars, quality_score=84; 10 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, tracking, litter; differentiators: enclosed"
d29a3401-2eb9-4ec1-a106-56b35554febc,81-cat-tree-w-cat-scratching-posts-scratching-board-condos-beds-hammocks-toy-balls-rope-cat-toy-gray,"Cat Tree: 81"" Adventure Playground for Feline Fun",active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Cat Furniture > Cat Trees,233.99,302.99,156.3,33.2,2003461472215932930,CJ Dropshipping,unknown,1,84,84,0,0,84,US,true,,21050,9,1599,76,C,true,81 cat tree w cat scratching posts scratching board condos beds hammocks toy balls rope cat toy gray,none-detected,33,0,0,0,5,15,10,3,10,9,8,7,5,3,4,79,UNUSABLE_SHIPPING_PROMISE|UNACCEPTABLE_MARGIN,1,CORE_CANDIDATE,"margin 33.2% (price 233.99, cost 156.3); stock us=84 eu=0 cn=0 effective=84; variant payload us=85 total=85; description 1599 chars, quality_score=76; 9 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch; differentiators: dual, multi-level, furniture, sisal"
631f25a9-35e3-4365-a80c-654dfd4365f7,pawhut-floor-to-ceiling-cat-tree-cat-climbing-tower-with-sisal-covered-631f,Cat Activity Tree – Multi-Level Floor-to-Ceiling Sisal Scratching Posts for Cats,inactive,false,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Furniture > Activity Trees,136.99,173.99,78.29,42.8,2008443214763225090,CJ Dropshipping,unavailable,1,36,36,0,0,36,US,true,,8200,11,3315,83,A,false,pawhut floortoceiling cat tree cat climbing tower with sisalcovered scratching posts natural cat tree activity center for kittens cat tower furniture brown,none-detected,0,0,0,0,8,15,8,3,10,9,8,7,5,3,3,79,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 42.8% (price 136.99, cost 78.29); stock us=36 eu=0 cn=0 effective=36; variant payload us=93 total=93; description 3315 chars, quality_score=83; 11 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch; differentiators: multi-level, furniture, sisal"
fdcb9c5f-8a50-46e7-9cb0-8ecf5a03b8bf,multi-level-cat-tree-with-2-scratching-pads-dual-door-cat-condo-anti-tipping-fdcb,Cat Tree Condo – Multi-Level with 2 Scratching Pads & Anti-Tipping Kit for Cats,active,true,cat,Cat Trees & Condos,Pet Supplies > Cat Supplies > Furniture > Cat Tree Condo,172.99,215.99,99.11,42.7,2013831043873521665,CJ Dropshipping,unknown,1,230,230,0,0,230,US,true,,1000,7,361,84,A,true,multilevel cat tree with 2 scratching pads dualdoor cat condo  antitipping kit for indoor cats,none-detected,27,0,0,0,8,15,10,3,10,7,8,7,5,3,3,79,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 42.7% (price 172.99, cost 99.11); stock us=230 eu=0 cn=0 effective=230; variant payload us=230 total=230; description 361 chars, quality_score=84; 7 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch; differentiators: multi-level, enclosed, furniture, sisal"
57279fcc-09cb-43a0-84fb-979b32ea6a49,memory-foam-pet-bed-for-small-dogs-cats-with-washable-removable-cover-non-slip-base-waterproof-liner,Memory Foam Pet Bed For Small Dogs & Cats With Washable Removable Cover Non-Slip Base Waterproof Liner,active,true,dog,Dog Beds,Pet Supplies > Dog Supplies > Bed Supplies > Beds,69.49,84.99,34.76,50,1887385492659003394,CJ Dropshipping,unknown,3,4083,4083,0,0,4083,US,true,,1000,14,931,83,C,true,memory foam pet bed for small dogs  cats with washable removable cover nonslip base waterproof liner,none-detected,22,0,0,0,8,15,10,10,1,8,8,7,5,3,3,78,UNUSABLE_SHIPPING_PROMISE,0,CORE_CANDIDATE,"margin 50.0% (price 69.49, cost 34.76); stock us=4083 eu=0 cn=0 effective=4083; variant payload us=18288 total=18288; description 931 chars, quality_score=83; 14 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, non-slip, waterproof, orthopedic"
c8a9adc6-fd11-4e5e-bac3-139982e767dc,85-5-cat-tree-height-adjustable-floor-to-ceiling-4-tier-kitty-climbing-activity-center-condo-cat-toy,Cat Tree Floor-to-Ceiling Climbing Activity Center Condo,active,true,cat,Cat Toys,Pet Supplies > Cat Supplies > Cat Furniture > Cat Trees,129.99,166.99,74.46,42.7,2003460550832201730,CJ Dropshipping,unknown,1,16,16,0,0,16,US,true,,7800,9,1543,68,C,true,855 cat tree height adjustable floortoceiling 4tier kitty climbing activity center condo cat toy with scratching post hanging balls play rest post pet furniture grey,none-detected,22,0,0,0,8,12,10,3,10,8,8,7,5,3,4,78,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 42.7% (price 129.99, cost 74.46); stock us=16 eu=0 cn=0 effective=16; variant payload us=125 total=125; description 1543 chars, quality_score=68; 9 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: scratch; differentiators: multi-level, furniture, sisal"
fe5ed2d6-0230-4c5a-8313-235a28ef4f21,xl-stainless-steel-cat-litter-box-flip-top,GetPawsy Enclosed Cat Litter Box – XL Stainless Steel Flip Top for Large Cats,active,true,cat,Cat Litter Boxes,Pet Supplies > Cat Supplies > Litter & Housebreaking > Litter Boxes,112.99,138.99,64.63,42.8,2004080752018214914,CJ Dropshipping,unavailable,1,40,40,0,0,40,US,true,,4700,9,339,91,A,true,xl stainless steel litter box w  flip top scoop step top  side entry enclosed litter box for big cats,none-detected,51,0,0,0,8,15,10,6,7,7,8,7,5,3,2,78,UNUSABLE_SHIPPING_PROMISE,0,HERO_CANDIDATE,"margin 42.8% (price 112.99, cost 64.63); stock us=40 eu=0 cn=0 effective=40; variant payload us=168 total=168; description 339 chars, quality_score=91; 9 gallery images + primary","no shipping window on record — conservative shipping score; problem signals: odor, litter; differentiators: flip, enclosed; inventory sync stale or never run"
